#{"t_start": 1767717267.1060405, "env_id": "None"}
r,l,t
263.6802,157,1205.137599
295.99084,192,1205.723858
208.7182,137,1207.821582
620.4985,375,1210.298988
722.965,449,1210.738086
428.93423,272,1212.930683
35.970432,75,1213.530257
-41.8138,36,1214.467332
364.74866,240,1216.042324
1681.1938,900,1216.357436
42.16288,84,1217.187616
404.18973,238,1218.104524
-24.022038,59,1219.806822
147.92513,109,1229.907238
525.7605,367,1230.068309
1633.3433,900,1230.115053
1698.8184,900,1231.710091
317.2883,206,1232.508289
42.059845,93,1233.845165
433.39005,327,1233.937421
105.76898,157,1233.937421
1573.1769,900,1235.326999
1559.2122,900,1235.536242
325.74893,195,1238.227106
281.51453,164,1240.660736
-55.832657,62,1240.791545
-27.198502,37,1242.21979
748.14185,434,1243.696962
382.50555,274,1243.824214
570.17224,361,1243.910335
430.43814,262,1244.658531
530.69916,326,1245.199805
492.01965,282,1245.589906
513.4783,386,1246.12621
355.8966,264,1246.466276
47.330894,63,1247.319858
231.5809,177,1249.601786
59.326237,121,1250.262305
259.12567,239,1250.78731
1769.8461,900,1251.008737
-68.89379,48,1251.696507
306.53668,163,1253.175484
-22.996935,61,1253.604378
393.66953,231,1253.846882
22.694801,92,1254.36758
13.686309,62,1256.897025
117.84556,128,1258.465233
89.56106,142,1259.40287
-44.409283,36,1259.92975
326.8472,215,1260.095661
695.89624,441,1262.405836
291.28018,211,1262.53987
454.49316,367,1262.808433
569.51227,401,1263.412162
367.38174,295,1264.151583
-114.82027,45,1264.381471
189.28334,128,1264.8722
316.32242,215,1266.02885
937.8864,540,1266.646349
82.11823,96,1267.69354
207.33499,204,1268.855618
99.00714,116,1269.344079
255.76106,228,1270.067192
181.76358,181,1270.558711
370.2782,222,1272.541367
292.71536,194,1273.313634
1682.562,900,1273.438267
81.62398,103,1273.707803
321.93457,235,1274.458532
51.694633,81,1275.628307
104.07071,170,1275.728115
18.702473,90,1276.857885
-1.4465642,72,1279.282231
240.4228,211,1280.636074
500.52847,345,1280.738137
667.5921,388,1280.964107
1656.2385,900,1282.104444
478.7738,296,1283.937694
368.8127,272,1284.053773
619.60657,383,1284.201916
-10.650595,59,1284.336861
348.42438,263,1284.876024
223.02724,138,1285.739364
233.59926,156,1289.390591
3.3962123,47,1291.023098
654.0584,339,1291.289798
203.52751,211,1292.207309
324.65863,206,1292.867795
373.78973,356,1297.124077
512.0332,366,1297.900461
536.7748,406,1299.422021
321.9592,216,1299.685549
140.8655,165,1299.775213
85.780495,85,1300.751437
1774.4922,900,1300.879405
1711.5781,900,1304.699475
465.82288,312,1305.181546
137.85646,144,1305.454448
201.40387,182,1305.52949
623.44183,358,1305.866352
10.714047,51,1306.437994
-23.430044,68,1307.80334
66.76412,85,1308.299019
1730.8085,900,1309.094535
51.80004,99,1309.170522
370.91727,286,1319.139511
115.016266,102,1320.567499
519.35583,359,1322.011457
1865.6932,900,1322.512618
1780.9215,900,1322.755624
433.98874,401,1322.800699
194.71739,233,1324.419853
46.55331,63,1325.436508
838.2231,482,1326.020655
645.7911,343,1329.795905
740.3313,450,1330.684172
409.50827,252,1331.516819
372.80142,246,1332.094103
684.8004,431,1332.324158
444.5653,335,1335.657513
341.47763,214,1338.931464
219.11679,156,1339.094351
173.58823,148,1345.244857
555.49506,348,1346.870432
365.63684,221,1348.068298
1644.9491,900,1348.189543
494.21786,335,1349.687341
205.9637,179,1354.629595
1843.4176,900,1356.337023
1736.7595,900,1357.898417
36.246582,80,1358.211494
481.48767,268,1361.735524
479.93835,306,1361.846513
1819.2616,900,1362.06794
540.5373,326,1362.600709
1651.8021,900,1363.136326
1889.7119,900,1363.906487
80.51868,105,1366.528206
119.988266,108,1366.774167
65.98503,109,1368.956347
1722.4485,900,1370.09456
1828.1753,900,1370.931483
75.71562,102,1371.150428
155.7579,143,1373.187186
61.519142,80,1374.45506
212.45161,151,1375.578046
603.27563,403,1379.940771
707.09094,420,1381.142339
382.9573,211,1384.563226
1769.3312,900,1384.779895
10.00488,54,1386.816773
317.6804,177,1388.654037
747.47986,435,1388.74156
80.45869,78,1390.118429
218.54568,153,1391.111876
464.2061,285,1391.820612
109.966545,101,1392.658417
171.93199,136,1393.992426
1666.5858,900,1394.90588
1700.294,900,1396.127009
1740.1296,900,1396.376004
160.18831,173,1398.908159
337.00565,248,1400.23824
1659.1498,900,1400.46876
471.23044,284,1402.382957
326.7813,194,1403.535102
468.7997,271,1412.140718
265.96927,223,1413.042234
132.38908,139,1414.13617
569.01324,306,1414.839536
201.95561,124,1415.570613
1812.749,900,1415.744769
1841.0778,900,1417.777997
478.0446,266,1417.912768
1764.2103,900,1419.083341
392.38773,260,1419.215898
347.67276,223,1421.964931
11.968715,86,1423.005691
254.7171,188,1423.13753
216.03922,183,1423.666879
499.57483,295,1424.48214
8.305959,58,1426.252317
279.51923,195,1426.441373
101.35591,193,1431.635269
669.4416,426,1433.073941
391.42365,240,1433.887409
1856.7722,900,1435.56495
82.63501,97,1436.013187
380.415,226,1436.410722
702.8689,398,1436.841266
-27.141623,39,1438.137872
-7.1002836,42,1438.71292
75.90799,111,1438.830493
1161.9664,586,1439.054291
255.79755,178,1440.573431
593.4938,378,1440.853463
130.94257,166,1442.158186
66.83143,104,1444.769739
270.93936,179,1444.848103
715.30585,462,1445.656449
211.73824,179,1447.243448
14.464873,101,1449.387674
492.39038,294,1449.577952
598.5922,368,1452.766613
1637.339,900,1453.122642
1768.7916,900,1455.365238
756.7099,433,1455.458102
462.75897,317,1457.650618
41.58036,58,1458.134519
233.76346,230,1459.513224
1805.3564,900,1459.613866
478.24963,305,1460.096621
419.19406,264,1460.878318
104.13584,134,1461.551359
64.47753,61,1462.319942
703.4207,443,1463.374996
338.25974,180,1466.142204
116.3167,143,1468.458555
501.09018,393,1471.641296
365.8666,257,1471.89422
90.08712,133,1472.445849
1669.527,900,1474.314452
621.50885,368,1477.905212
1761.2556,900,1481.081434
724.836,407,1481.898202
255.41258,219,1481.946012
595.6115,330,1482.988093
347.6927,231,1484.203969
564.1751,347,1486.729259
264.9945,227,1487.497489
627.1679,409,1489.08707
175.96431,136,1489.798289
-27.172552,69,1490.22527
1686.1165,900,1492.679543
446.83417,294,1494.119365
3.2352946,64,1495.554025
353.82272,215,1495.734972
456.9427,310,1496.007028
1794.4486,900,1497.989415
95.15562,83,1499.854544
1821.7692,900,1499.94517
735.33215,423,1499.990317
171.07297,142,1509.276296
1880.4208,900,1510.776889
327.6002,201,1513.531959
596.348,346,1514.290324
304.58496,211,1516.216497
330.04263,224,1518.827237
904.5677,518,1520.90082
386.69257,221,1523.819571
644.4208,389,1526.472414
229.5656,163,1526.522011
64.386734,87,1527.913973
1697.3619,900,1529.828469
887.5735,525,1532.941937
194.30653,137,1532.941937
762.65955,406,1535.347417
731.75995,461,1535.96418
127.09922,138,1536.368073
353.93277,263,1538.768461
74.550545,128,1538.907833
26.942575,70,1539.128135
1801.1897,900,1539.643115
112.392006,121,1541.72198
517.19226,300,1541.72198
79.24353,112,1543.794094
330.0961,272,1545.229794
1761.8481,900,1545.596377
322.87982,178,1546.652143
32.796776,76,1549.130742
312.5429,185,1550.186041
1644.8153,900,1550.740655
-63.91564,28,1552.058027
1757.8123,900,1552.34033
409.03568,325,1554.261961
171.50577,171,1554.423366
-39.156536,26,1555.268369
455.6881,262,1556.671326
136.09766,121,1556.854046
594.2617,378,1558.071609
314.0952,196,1558.190844
869.1855,500,1560.464035
1764.0952,900,1560.874955
769.60504,419,1561.474552
260.085,201,1562.077546
202.57881,183,1563.793015
391.94986,233,1564.26508
186.71103,155,1570.573063
306.1248,333,1571.465126
888.4384,516,1572.762262
1688.9464,900,1573.184215
621.2288,354,1575.699621
105.90697,133,1576.735034
771.828,511,1578.380416
756.0606,471,1579.722916
77.181496,131,1584.8116
1818.8885,900,1585.194189
588.21545,387,1585.802943
420.79822,253,1586.771584
12.269408,63,1588.474712
517.1892,330,1591.504338
619.7398,401,1591.598356
1821.2748,900,1592.549305
1813.8451,900,1606.596768
1699.3112,900,1608.227426
127.79011,168,1609.396203
1746.2473,900,1609.754882
1067.7714,550,1618.419451
1716.9889,900,1620.167972
1781.1185,900,1620.71564
-3.0174708,45,1623.087556
530.52185,502,1623.943112
111.064804,145,1625.228581
779.2394,405,1627.492375
789.20917,444,1627.7993
243.60402,186,1630.296863
1799.3014,900,1632.828276
1831.2303,900,1634.651659
1861.3737,900,1636.232813
352.1534,318,1636.233858
148.7308,107,1638.747411
287.68115,224,1638.93221
1622.5409,900,1639.204281
682.11096,400,1640.698972
362.74326,207,1640.780445
1878.2037,900,1644.260326
121.6894,143,1645.214486
266.76587,230,1645.605079
1737.548,900,1647.920656
110.887375,88,1648.094882
267.49365,236,1648.747362
450.30594,294,1653.283122
1842.0228,900,1657.14589
301.55786,293,1660.826172
1878.8438,900,1664.227026
334.48526,265,1664.227026
1721.6963,900,1664.510305
314.8554,218,1666.130708
50.125874,87,1667.773794
250.78865,182,1668.219637
108.6429,140,1669.952945
1634.866,900,1672.759272
314.29013,232,1673.15417
1878.3085,900,1675.488173
1760.0326,900,1677.303297
1.0514077,51,1677.495107
1870.7611,900,1681.43609
1776.7338,900,1681.786931
537.57526,373,1682.114846
592.243,418,1682.303741
145.81856,137,1682.849483
1805.554,900,1684.18785
1764.8173,900,1684.374302
318.2849,191,1685.549445
700.28864,393,1685.77626
548.99493,499,1688.373305
476.29224,382,1688.639801
241.11784,171,1689.856069
193.92734,128,1690.135482
170.33755,135,1690.271972
112.229866,106,1690.319689
37.443718,98,1700.908708
348.56894,278,1703.672534
462.77322,323,1704.143479
575.65674,359,1706.444344
514.13245,338,1708.870198
140.15652,156,1710.167264
202.47592,161,1713.454125
503.84097,369,1714.147914
284.0913,239,1714.367777
833.77124,453,1717.791556
114.89909,113,1718.731927
276.605,215,1719.00001
1790.7533,900,1719.318119
582.0684,341,1727.626688
176.80063,213,1728.475851
1793.4979,900,1728.773155
887.05035,488,1729.364865
567.2799,362,1733.333843
1686.4384,900,1735.498992
